Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023
72127;Étival-lès-le-Mans;3;-18.5;8.3;0;3.1;88.6;10.3;7.3
72128;Val-d'Étangson;3;-2.2;1;0;0.3;98.7;31.3;7.6
72129;Fatines;4;17.8;5.6;0;0.1;94.3;5.4;13.8
72130;Fay;4;30.6;4.7;0;5.5;89.8;9.5;9.4
72131;Fercé-sur-Sarthe;6;19.6;2.5;0;15.3;76.8;12.1;4.4
72132;La Ferté-Bernard;14;-49.2;38.8;0;0;57.4;15;27.9
72133;Fillé;5;-33.7;7.8;0;11.1;66.4;10.1;30.6
72134;Flée;6;-35.9;1.6;0;9.2;89.1;17.5;9
72135;La Fontaine-Saint-Martin;2;7;0;0;65.5;34.5;13.7;8.6
72136;Fontenay-sur-Vègre;3;-3.9;0;0;0.2;99.8;11.5;1.9
72137;Villeneuve-en-Perseigne;10;-8.6;0.6;0;26.1;72.9;86.7;31.7
72138;Fresnay-sur-Sarthe;19;-2.8;8.5;0;4.1;87.4;29.2;31.7
72139;Fyé;6;-1.9;5.2;0;5.6;89.2;16.3;11.1
72141;Gesnes-le-Gandelin;3;-52.2;6;0;20.6;73.5;12.9;9.9
72142;Grandchamp;2;-3.9;0;0;5.1;94.9;5.4;4.3
72143;Le Grand-Lucé;7;-4.5;5.6;0;14;80.4;27.3;17.7
72144;Gréez-sur-Roc;3;-36.8;1.1;0;16.2;82.7;25.4;3.3
72145;Le Grez;2;-25;2.6;0;32.7;64.7;7.4;9.5
72146;Guécélard;7;21.6;12.8;0;37.1;50.1;12.2;29.9
72147;La Guierche;9;26.2;9.6;0;0;90.4;7.9;14.7
72148;Jauzé;5;-19.1;0;0;4.8;95.2;5.7;2.8
72149;Joué-en-Charnie;2;-15.6;1.2;0;10.1;88.7;23.5;8.6
72150;Joué-l'Abbé;11;5.4;3.9;0;9.1;86.9;10.4;28.6
72151;Juigné-sur-Sarthe;18;-10.7;4.2;0;15.8;80.1;20.7;9.5
72152;Juillé;5;6.5;8.5;0;0;91.5;5.7;2.2
72153;Jupilles;5;-9.8;1.4;0;44.8;53.7;26.4;9.1
72154;La Flèche;15;-0.7;15;0;28.6;55.2;74.2;143.3
72155;Laigné-en-Belin;3;12.7;8.6;0;3.7;87.7;12.7;13.7
72156;Lamnay;8;-13.9;2.3;0;6.8;90.9;22.1;10.4
72157;Lavardin;2;1;4.2;0;18.1;77.7;7.6;4.5
72158;Lavaré;6;3.8;2;0;33.8;64.3;22.9;12.3
72160;Lavernat;5;-19.5;1.4;0;46.3;52.4;22.6;8.9
72161;Lhomme;8;-9.7;5.2;0;6;88.8;18.3;8.2
72163;Ligron;2;-11.6;3.9;0;20.2;75.9;13.5;6.1
72164;Livet-en-Saosnois;2;129.9;0;0;2.3;97.7;1.6;0.6
72165;Lombron;5;-15.9;4.2;0;23.4;72.4;24.1;23.6
72166;Longnes;3;3.2;0;0;5.3;94.7;6.4;2.9
72167;Louailles;4;-3.8;9.4;0;16.7;73.9;10.5;32.8
72168;Loué;7;13.4;10.1;0;0.5;89.3;15.8;10.7
72169;Louplande;7;-14.8;3.8;0;16.8;79.4;18.5;10.2
72170;Louvigny;2;-11;6;0;0;94;8.7;2.2
72171;Louzes;6;-4.5;0;0;65.1;34.9;8.2;1.4
72172;Le Luart;7;29.8;12.8;0;19.9;67.3;12.2;13
72173;Luceau;10;-13.1;6;0;2.3;91.7;18.8;27.4
72174;Lucé-sous-Ballon;3;4.9;0;0;0.4;99.6;6.8;1.2
72175;Luché-Pringé;15;-13.3;2.8;0;21.1;74.7;49.4;12.8
72176;Le Lude;19;-7.4;4.6;0;18.9;76.1;68.4;20.2
72177;Maigné;5;3.5;0;0;3.7;96.3;11.5;8.4
72178;Maisoncelles;4;-2.9;0;0;2.5;97.5;11.1;2.4
72179;Malicorne-sur-Sarthe;6;10.3;10.2;0;26.6;63.2;15.1;6.2
72180;Mamers;5;-37.1;64.4;0;0;35.6;5;3.5
72181;Le Mans;39;-25;84.1;0;3.5;12.4;52.8;107.5
72182;Mansigné;9;-6.2;2.7;0;12.9;83.6;36.3;23.8
72183;Marçon;9;7.5;3.9;0;7.8;83.5;30;11.6
72184;Mareil-en-Champagne;5;-34.4;0;0;5.2;94.8;8;4.6
72185;Mareil-sur-Loir;10;47.2;4;0;3.4;92.6;11.8;13.1
72186;Maresché;6;-5.9;5.3;0;12.5;82.2;15;75.4
72187;Marigné-Laillé;4;-6.7;2.4;0;47.8;49.7;32.7;18.6
72188;Marollette;2;6.1;0;0;0;100;5.7;0.6
72189;Marolles-les-Braults;6;4.9;5.9;0;0;94.1;24.2;22.8
72190;Marolles-lès-Saint-Calais;6;-14;0;0;2.7;97.2;12.2;7
72191;Mayet;12;-4.7;4.7;0;35.1;60.2;54;23.9
72192;Les Mées;3;-23;0;0;0;100;6.8;0.7
72193;Melleray;3;13.5;1;0;22;77;25.9;6.4
72194;Meurcé;3;-3.6;4.1;0;0;95.9;6.2;0.4
72195;Mézeray;5;-21.8;2;0;34.7;63.3;33;15.2
72196;Mézières-sur-Ponthouin;6;5.9;1.4;0;3;95.6;17.9;5.2
72197;Mézières-sous-Lavardin;5;7.6;1.7;0;23.4;74.8;15.3;3.1
72198;La Milesse;7;-26.6;14.3;0;1.6;84.1;10.4;45.3
72199;Moitron-sur-Sarthe;6;22.3;0;0;6.6;93.4;10.3;2.7
72200;Moncé-en-Belin;4;11.8;12.5;0;27.3;60.2;17.5;31.8
72201;Moncé-en-Saosnois;3;17.3;0;0;5.4;94.6;8.8;2.3
72202;Monhoudou;4;-16.4;8.2;0;0;91.8;7.5;1.4
72204;Montaillé;3;-9.9;0.9;0;21.4;77.7;30.2;15.5
72205;Montbizot;7;-22;10.4;0;0;89.6;11.4;19.6
72208;Montmirail;3;20;4.9;0;3;92.1;12.5;2
72209;Montreuil-le-Chétif;7;-3.5;0;0;20.4;79.6;14.6;7
72210;Montreuil-le-Henri;5;-18.5;0;0;4.8;95.2;14.4;4.3
72211;Mont-Saint-Jean;3;-8.9;0.7;0;30.5;68.8;42.3;13.9
72212;Moulins-le-Carbonnel;5;-10.7;1.8;0;3.7;94.5;16.3;12.8
72213;Mulsanne;6;17.6;24.9;0;46.5;28.6;15.2;40.3
72214;Nauvay;3;-56.9;0;0;14;86;2.7;0.4
72215;Neufchâtel-en-Saosnois;3;15.4;4.1;0;56;39.9;23.4;9.8
72216;Neuvillalais;4;1.7;1.6;0;1.7;96.8;18.9;7.1
72217;Neuville-sur-Sarthe;18;-4.8;7.2;0;15.6;77.3;22.9;58.3
72218;Neuvillette-en-Charnie;2;12.6;0;0;2.9;97.1;14.5;4
72219;Bernay-Neuvy-en-Champagne;2;35.2;3.1;0;1.7;95.2;25.1;8.6
72220;Nogent-le-Bernard;16;24;1.7;0;9;89.3;30.3;9.5
72221;Nogent-sur-Loir;9;-19.2;2.4;0;13.4;81.9;10.8;30.2
72222;Nouans;3;-15.1;3.5;0;0.4;96.1;10;1.4
72223;Noyen-sur-Sarthe;10;1.7;4.3;0;23.7;72;43.6;25.5
72224;Nuillé-le-Jalais;3;-9.4;2;0;4.5;93.6;5.8;4.7
72225;Oisseau-le-Petit;7;12.4;12.8;0;8.4;78.7;8.6;3.7
72226;Oizé;3;0;5.5;0;33.8;60.8;16.9;14.1
72227;Panon;2;N/A - résultat non disponible;0;0;0;100;2.4;0
72228;Parcé-sur-Sarthe;7;25.7;2.3;0;18.4;79.3;40.6;11.6
72229;Parennes;2;-6.2;1.9;0;4.9;93.2;14.5;6.6
72230;Parigné-le-Pôlin;5;-60.3;7;0;56.2;36.8;13.8;11
72231;Parigné-l'Évêque;10;-27.2;6;0;47;46.5;63.4;75.2
72232;Notre-Dame-du-Pé;4;-6.9;5.9;0;10.3;83;7.8;9.6
72233;Peray;3;-10.9;0;0;0;100;2.5;0.1
72234;Pezé-le-Robert;3;-23.3;0;0;33.2;66.8;16.4;3.9
72235;Piacé;6;-25.6;0;0;0.9;99.1;10.1;4.7
72236;Pincé;3;12.7;0;0;50.9;49.1;5.8;0.7
72237;Pirmil;3;0.9;0;0;3.1;96.9;17.4;9.6
72238;Pizieux;2;5.2;0;0;0;100;4.5;1
72239;Poillé-sur-Vègre;4;-9.1;5.5;0;9;85.4;17.6;9.1
72241;Montfort-le-Gesnois;5;-5;12.2;0;32.1;55.6;18.7;19.8
72243;Pontvallain;5;-16.5;2.8;0;48.6;48.7;34.9;20.1
72244;Précigné;5;22.1;3.7;0;17.3;79;57.9;20.8
72245;Préval;7;43.5;3.7;0;2.2;94.2;7.6;5.2
72246;Prévelles;5;15.2;0;0;0.6;99.4;4.8;4.3
72247;Pruillé-le-Chétif;9;14.7;5.2;0;7.7;87.1;10.3;9.9
72248;Pruillé-l'Éguillé;4;-23.9;1.7;0;28;70.4;21.2;9.9
72249;La Quinte;3;7.5;8;0;1.8;90.2;8.8;9.1
72250;Rahay;3;9.4;0;0;18.9;81.1;18.9;3
72251;René;4;10.2;2.2;0;0;97.8;12.5;6.3
72252;Requeil;4;37.5;3;0;16.2;80.8;13.9;16.7
72253;Roëzé-sur-Sarthe;5;5.4;7.6;0;9.6;82.4;26.5;28.4
72254;Rouessé-Fontaine;3;3.4;4;0;7;88.9;12.5;10.5
72255;Rouessé-Vassé;3;26.5;2.9;0;11.2;86;31.5;11.4
72256;Rouez;3;-0.2;1.1;0;0.1;98.8;33.6;12.2
72257;Rouillon;8;-10.7;13.3;0;6.5;80.3;9.2;17.8
72259;Rouperroux-le-Coquet;7;-1.1;2.1;0;4.8;93.1;12.1;4.9
72260;Ruaudin;7;-46.9;14.7;0;28.4;56.9;13.8;38.5
72261;Ruillé-en-Champagne;4;-8;0;0;1.2;98.8;14.9;5.3
72262;Loir en Vallée;21;-4.8;2.8;0;14.6;82.2;64.8;23.1
72264;Sablé-sur-Sarthe;26;5.6;23.4;0;7.5;69.1;36.9;42.2
72265;Saint-Aignan;4;11.3;1.8;0;3.7;94.5;15.1;7.9
72266;Saint-Aubin-de-Locquenay;6;3.4;2.6;0;8.6;88.8;17.3;22.3
72267;Saint-Aubin-des-Coudrais;7;5.7;2.7;0;5;92.4;17.4;9.3
72268;Saint-Biez-en-Belin;2;-4.2;2.9;0;22.1;75.1;9.3;10.1
72269;Saint-Calais;10;-16.6;11.3;0;0.8;87.8;22.8;35.5
72270;Saint-Calez-en-Saosnois;2;7.4;3.5;0;0;96.5;7.2;0.6
72271;Saint-Célerin;2;-31.2;3.1;0;20.3;76.6;13.5;11.3
72272;Sainte-Cérotte;2;-9.8;2.1;0;0.7;97.3;14.4;4.8
72273;Saint-Christophe-du-Jambet;4;-1.3;2.3;0;4.5;93.2;11.2;2.2
72274;Saint-Christophe-en-Champagne;2;23.4;0;0;1.2;98.8;7.8;1.4
72275;Saint-Corneille;11;-8.9;7;0;10.5;82.6;11.2;47.2
72276;Saint-Cosme-en-Vairais;7;-1.4;4.4;0;1.3;94.2;32.6;21.6
72277;Saint-Denis-des-Coudrais;4;-8.8;0;0;11.1;88.9;7;1.5
72278;Saint-Denis-d'Orques;3;-7.5;2.9;0;24.2;72.2;47.2;20.6
72279;Saint-Georges-de-la-Couée;5;0.3;0;0;7.1;92.9;11.7;2.4
72280;Saint-Georges-du-Bois;6;24.1;12.1;0;1.1;86.8;7.2;14.1
72281;Saint-Georges-du-Rosay;8;-22.1;0;0;9.8;90.2;17.3;9.7
72282;Saint-Georges-le-Gaultier;3;-1.5;0;0;0;100;23.4;15.5
72283;Saint-Germain-d'Arcé;8;-2.4;4.5;0;27.2;68.3;29.2;5.7
72286;Saint-Gervais-de-Vic;4;10.7;1.9;0;3.9;94.2;16;4.6
72287;Saint-Gervais-en-Belin;3;42.7;10.1;0;28.5;61.3;9.5;11.8
72289;Sainte-Jamme-sur-Sarthe;16;-12.2;16;0;9.1;74.8;8.4;9.5
72290;Saint-Jean-d'Assé;8;25.1;3.2;0;4.9;91.9;21.3;14.4
72291;Saint-Jean-de-la-Motte;7;4.1;1;0;41.8;57.2;32;9.7
72292;Saint-Jean-des-Échelles;3;-14.8;0;0;10.1;89.9;10.6;3.8
72293;Saint-Jean-du-Bois;3;-61.7;2.4;0;57.8;37.6;14.6;4.7
72294;Saint-Léonard-des-Bois;3;0.3;1;0;25.4;73.5;27.1;8.1
72295;Saint-Longis;2;-7.1;6.4;0;2.1;91.5;11.2;3.8
72296;Saint-Maixent;7;-22;1.8;0;11.2;87;22.5;8.7
72297;Saint-Marceau;4;19.1;5.4;0;12.1;82.5;8.9;5.1
72298;Saint-Mars-de-Locquenay;5;1;1.4;0;44.9;53.7;21.8;9.8
72299;Saint-Mars-d'Outillé;3;-21.7;2.7;0;47;50.2;38;16.6
72300;Saint-Mars-la-Brière;10;-26.7;6.5;0;60.8;31.1;34.7;28.3
72302;Saint-Martin-des-Monts;9;-45.3;0;0;0;100;5.7;3.5
72303;Saint-Michel-de-Chavaignes;6;-4.6;2.1;0;16.9;81;18.4;9.6
72305;Saint-Ouen-de-Mimbré;4;-43.9;4.6;0;2.7;92.7;10.6;14
72306;Saint-Ouen-en-Belin;4;2.8;6.3;0;17.9;75.8;15.1;11.5
72307;Saint-Ouen-en-Champagne;4;-46.3;0;0;1.7;98.3;11.2;4
72308;Saint-Paterne - Le Chevain;7;86.8;12.8;0;3.5;83.7;12.9;50
72309;Saint-Paul-le-Gaultier;14;-3.9;0;0;1.2;98.8;15.2;6.6
72310;Saint-Pavace;8;-40.7;26.9;0;8;65.1;5.2;36.3
72311;Saint-Pierre-de-Chevillé;5;2.1;2.2;0;0.3;97.5;11.5;8.8
72312;Saint-Pierre-des-Bois;2;71.1;0;0;0.2;99.8;7.5;2.8
72313;Saint-Pierre-des-Ormes;6;-16.4;0;0;0;100;10.1;0.3
72314;Saint-Pierre-du-Lorouër;4;-33.2;1.9;0;31.7;66.4;16.6;4.2
72315;Saint-Rémy-de-Sillé;5;7.5;5.1;0;7;88;11.2;21
72316;Saint-Rémy-des-Monts;4;-9.8;8.4;0;0;91.6;10.1;4.2
72317;Saint-Rémy-du-Val;2;-4.5;2.2;0;3;94.8;16.5;3
72319;Sainte-Sabine-sur-Longève;5;-13.1;2.5;0;20.5;76.9;11.8;7.5
72320;Saint-Saturnin;12;-27.6;32.8;0;3.8;63.3;9.7;22.9
72321;Saint-Symphorien;3;-13.5;1.3;0;30.4;68.3;22.5;8.7
72322;Saint-Ulphace;5;1.2;1.6;0;8.5;90;16;5.7
72323;Saint-Victeur;2;36.9;5.3;0;8.6;86.1;7.1;4.7
72324;Saint-Vincent-des-Prés;6;36.2;3.8;0;0;96.3;10.5;3.1
72325;Saint-Vincent-du-Lorouër;5;7.3;1.1;0;14.9;84;27;7.2
72326;Saosnes;3;-32.4;0;0;1.2;98.8;11.2;2.2
72327;Sarcé;4;-9;3.4;0;4.8;91.9;11;9.6
72328;Sargé-lès-le-Mans;10;0.1;18.9;0;3.8;77.3;13.8;32.6
72329;Savigné-l'Évêque;19;10.3;10;0;4.2;85.9;28.5;70.8
72330;Savigné-sous-le-Lude;5;3.9;0.8;0;30.9;67.4;33.8;5.4
72331;Sceaux-sur-Huisne;5;4.4;2.8;0;4.4;92.9;11.8;8.9
72332;Ségrie;5;-1.2;3;0;9.7;87.2;22;1.2
72333;Semur-en-Vallon;4;10.1;3.7;0;49.2;47.1;15.1;3.1
72334;Sillé-le-Guillaume;8;-65.8;14.5;0;32;50.9;12.9;23.6
72335;Sillé-le-Philippe;5;-7.3;9.7;0;8.2;82.1;10.6;7.3
72336;Solesmes;15;17.3;14;0;6.4;79.7;11.5;19.5
72337;Sougé-le-Ganelon;5;10.2;4;0;1.4;94.6;18.1;18.7
72338;Souillé;9;41.1;5.5;0;0;94.5;4.6;5.8
72339;Souligné-Flacé;4;-10.5;3.2;0;4.2;92.6;16.5;10.8
72340;Souligné-sous-Ballon;9;-34.5;6.5;0;5.6;87.9;12.8;9.1
72341;Soulitré;2;3.1;7.4;0;16.9;75.8;11;9
72342;Souvigné-sur-Même;4;23;0.6;0;8.1;91.3;6.3;2.5
72343;Souvigné-sur-Sarthe;8;46.7;1.9;0;8.5;89.6;17.1;7.8
72344;Spay;4;-22;19.6;0;4.6;60.4;14.2;15.7
72345;Surfonds;5;-64.7;0;0;27.6;72.4;4.8;4.3
72346;La Suze-sur-Sarthe;7;-4.9;11.7;0;27;61.3;21.4;33
72347;Tassé;3;1.2;0;0;0;100;10.8;2.4
72348;Tassillé;5;-27.2;0;0;1.6;98.4;6.5;2.1
72349;Teillé;12;-21.6;4.5;0;0.2;95.3;11.5;3.1
72350;Teloché;4;12.1;4.3;0;6.1;89.6;22.8;27.2
72351;Tennie;3;-4.2;1.4;0;2.8;95.8;33.1;14.7
72352;Terrehault;5;21.3;0;0;11.4;88.6;5.7;1.5
72353;Théligny;3;27.8;0;0;3.6;96.4;14.3;4.1
72354;Thoigné;3;37.2;3.4;0;0;96.6;7.3;8.1
72355;Thoiré-sous-Contensor;2;0.8;0;0;0;100;6;2.6
72356;Thoiré-sur-Dinan;5;-1.8;1.8;0;28.6;69.6;17.7;8.2
72357;Thorée-les-Pins;11;66.4;5.8;0;55.9;38;28.2;12.1
72358;Thorigné-sur-Dué;10;5.2;4.2;0;6.9;88.8;19;10.6
72359;Torcé-en-Vallée;6;11.4;4.2;0;10.2;85.6;16.9;10
72360;Trangé;4;8.7;13.2;0;14;72.8;11.1;47.6
72361;Tresson;4;-12.7;0.9;0;16.1;83;29.2;5
72362;Le Tronchet;2;5.3;0;0;28;72;3.9;2.3
72363;Tuffé Val de la Chéronne;15;4.8;5;0;11.7;83.3;29.2;18.4
72364;Vaas;8;27.6;4.5;0;24.9;70.5;30.1;24.4
72366;Valennes;5;4.2;0.9;0;14.5;84.6;26.7;6.1
72367;Vallon-sur-Gée;3;-3.1;2.2;0;5;92.8;17.1;6.5
72368;Vancé;3;-8.2;2.1;0;0.1;97.8;12.5;2.7
72369;Verneil-le-Chétif;2;3.1;3;0;19.3;77.8;14.8;6.8
72370;Vernie;5;1;3.4;0;10.6;85.9;9.9;2.3
72372;Vezot;2;129.8;0;0;0;100;6.3;0.1
72373;Vibraye;8;-10.3;4.8;0;40.1;55.1;43.6;28.1
72374;Villaines-la-Carelle;2;-23.5;2.4;0;46.1;51.5;14.7;0.4
72375;Villaines-la-Gonais;5;0.2;3.6;0;0.2;96.1;10.3;6.7
72376;Villaines-sous-Lucé;6;-4.5;1;0;19.9;79.1;25.5;17.9
72377;Villaines-sous-Malicorne;4;-9.9;2.3;0;5.9;91.9;19.2;16.7
72378;Vion;4;-21.3;4.3;0;3.3;92.4;20;15.8
72379;Viré-en-Champagne;4;7.8;0.2;0;0;99.8;11.5;3
72380;Vivoin;7;1;3.9;0;0;96.1;18.3;11.9
72381;Voivres-lès-le-Mans;6;9.1;16;0;4.2;79.7;11.4;22.7
72382;Volnay;5;2.5;3.7;0;17.2;79.1;19.8;5.5
72383;Vouvray-sur-Huisne;12;-27.2;0;0;11.1;88.9;3.3;0.5
72385;Yvré-le-Pôlin;3;-7.5;2.8;0;43.1;54.1;21.8;8
72386;Yvré-l'Évêque;31;-17.9;12.2;0;17.6;70.1;27.6;74.4
73001;Aiguebelette-le-Lac;9;-35.2;3.5;0;53.6;13.5;7.9;2.9
73003;Grand-Aigueblanche;4;-57.3;8.3;0;68.4;22.5;27.3;15.6
73004;Aillon-le-Jeune;9;-25.8;2.2;0;88.8;9;34.1;10
73005;Aillon-le-Vieux;3;30.6;0;0;82.2;17.8;21.6;0.6
73006;Aime-la-Plagne;9;17.3;2.6;0;85.5;11.9;94.7;16.9
73007;Aiton;6;34.7;6.8;0;41.9;41.4;16.3;8.9
73008;Aix-les-Bains;13;-54.5;67.1;0;9.7;3.9;12.6;52.7
73010;Entrelacs;15;-5.5;2.7;0.6;34.4;55.8;51.9;53.9
73011;Albertville;4;25.2;40.1;0;50.6;8.5;17.5;39.4
73012;Albiez-le-Jeune;2;126.5;0;0;85.9;14.1;12.4;0.6
73013;Albiez-Montrond;2;17;0.7;0;87;12.2;48.6;4.5
73014;Allondaz;2;-53.9;0;0;60.9;39.1;4.1;3.6
73015;Les Allues;7;46.1;3.3;0;95.2;1.4;86;9.7
73017;Apremont;11;0.9;0;0;59.7;40.3;17.8;4.3
73018;Arbin;3;8;45;0;1.6;50;1.7;2.5
73019;Argentine;4;-15.8;4.3;0;80.1;15.5;28;5.8
73020;Arith;5;76.4;1.6;0;81.9;16.6;24.3;2
73021;Arvillard;4;-43.3;1.9;0;93.7;4.3;29.3;5.7
73022;Attignat-Oncin;5;-5.5;0.1;0;52.3;47.6;18.5;2.5
73023;Aussois;3;39.1;0.9;0;97.5;0.3;41.9;2.1
73024;Les Avanchers-Valmorel;3;105.6;3;0;80.8;16.3;21.9;15.5
73025;Avressieux;4;-15.5;0.7;0;16.2;83.1;8.1;7
73026;Avrieux;5;N/A - résultat non disponible;1.2;0;98.7;0.1;37.9;0.7
73027;Ayn;4;-10.9;0;0;18.5;81.5;7.4;3.4
73028;La Balme;4;4;0;0;37.6;49.7;9.4;12
73029;Barberaz;6;5.8;47.3;0;15.9;36.8;3.8;7.4
73030;Barby;4;N/A - division par 0;57.6;0;36;6.4;2.5;8.3
73031;Bassens;12;-93.3;58.9;0;11.2;30;3.1;13.5
73032;La Bâthie;7;53.3;8.7;0;82.3;9;22.4;11.4
73033;La Bauche;7;-11.3;0;0;47.5;52.5;6.6;4.5
73034;Beaufort;10;5.1;0.5;0;88;8.9;149.5;15.6
73036;Bellecombe-en-Bauges;7;-13.9;0;0;62.4;37.6;22.9;7.1
73039;Belmont-Tramonet;6;45.6;11.7;0;3.7;84.6;5.5;11.1
73040;Bessans;6;116.1;0.2;0;98.6;1.2;128.1;1.8
73041;Betton-Bettonet;2;-15.9;1.3;0;12.1;86.6;3.4;0.9
73042;Billième;3;-19;0;0;50.9;49.1;6;3.3
73043;La Biolle;7;-24.9;11.3;2;37.5;49.2;13;26.9
73047;Bonneval-sur-Arc;6;88.3;0.4;0;99.4;0.3;82.7;1
73048;Bonvillard;2;12;1.6;0;91.3;7.2;17.1;1.3
73049;Bonvillaret;2;-79.3;0.3;0;93.2;6.5;8.9;1.1
73050;Bourdeau;5;N/A - résultat non disponible;10.9;0;50;0;4.8;1.5
73051;Le Bourget-du-Lac;11;-61.3;22.1;2;55.8;9.9;20;27.9
73052;Bourget-en-Huile;3;151.2;0;0;74.3;25.7;6.8;1
73053;Bourgneuf;3;5.9;11.9;0;12.3;75.6;6.5;17.8
73054;Bourg-Saint-Maurice;13;0.7;3.1;0;91.6;5.2;179.1;41.8
73055;Bozel;2;-13.9;2.7;0;91.8;5.5;28.8;5.8
73057;Brides-les-Bains;4;N/A - résultat non disponible;13.3;0;66.6;20.2;2.6;0.5
73058;La Bridoire;9;-7.3;11.3;0;34.7;54;6.2;4.1
73059;Brison-Saint-Innocent;9;-25;9.6;0;32.3;9.1;8.8;16.3
73061;Césarches;5;77.3;1.4;0;61.2;37.3;2.9;3
73063;Cevins;3;3.2;1.9;0;94.9;3.2;32.7;2.6
73064;Challes-les-Eaux;4;290.9;52;0;25.8;22.3;5.7;23.8
73065;Chambéry;12;4.7;66.1;0;7.6;26.3;21;39.4
73067;La Chambre;3;20.8;39;0;40.1;20.9;3.2;2.9
73068;Chamousset;3;-36.9;13.7;0;22.5;54.5;6.3;5.9
73069;Chamoux-sur-Gelon;4;11.1;2.5;0;47.4;50.1;10.6;7.2
73070;Champagneux;2;11.4;8.4;0;41.6;42.3;10.7;7.6
73071;Champagny-en-Vanoise;5;6.9;0.4;0;99.6;0.1;85;4.9
73072;Champ-Laurent;3;-54;0;0;82.9;17.1;5.1;0.3
73073;Chanaz;6;-66.7;1.5;1.1;59.2;29.2;6.8;11.3
73074;La Chapelle;3;10.6;4.7;0;72;23.3;12.3;3.1
73075;La Chapelle-Blanche;3;-10.1;9.5;0;26.8;63.7;4.1;4.8
73076;La Chapelle-du-Mont-du-Chat;2;N/A - résultat non disponible;0;0;54.3;5.2;7.1;1.7
73077;Les Chapelles;2;38.6;0;0;85.3;14.7;17.3;4.9
73078;La Chapelle-Saint-Martin;4;2.2;0;0;23.3;76.7;2.6;0.4
73079;Châteauneuf;3;-8.2;11.1;0;25.5;58.6;7;5.9
73081;Le Châtelard;4;-40.5;3.4;0;77.3;19.3;18;3.5
73082;La Chavanne;4;689.9;24.6;0;9.8;57.6;3.1;3.8
73083;Les Chavannes-en-Maurienne;3;695.7;5.4;0;83.5;11.1;4.7;5.4
73084;Chignin;4;-22.8;6.9;0;39.7;53.4;8.3;6.6
73085;Chindrieux;6;-12.5;4.8;3.4;40;33.7;16.4;10.2
73086;Cléry;4;71;0;0;77.5;22.5;10.9;2.9
73087;Cognin;9;-58.1;38.7;0;3.6;57.8;4.5;20.6
73088;Cohennoz;9;N/A - résultat non disponible;2.3;0;94.5;3.2;13.8;7.2
73089;Coise-Saint-Jean-Pied-Gauthier;2;39.4;3.7;0;27.1;65.3;10.4;6.2
73090;La Compôte;3;-5.2;5.5;0;72.8;21.7;7.6;1
73091;Conjux;3;N/A - résultat non disponible;7.7;4.1;21.7;10;1.7;2
73092;Corbel;2;-34.1;0;0;77.2;22.8;10.3;3
73094;Crest-Voland;6;0.6;7.1;0;68.6;24.3;10;7.5
73095;La Croix-de-la-Rochette;2;-63.1;8.7;0;45.8;45.5;3;5.4
73096;Cruet;4;31.2;6.6;0;52.2;38.8;10.1;4
73097;Curienne;4;-17.6;4.7;0;61.5;33.8;8.6;4
73098;Les Déserts;9;6;3.4;0;71.9;24.6;33.6;9
73099;Détrier;5;-72.3;1.1;0;44;54.8;2.2;6.8
73100;Domessin;4;34.1;12.8;0;6.6;80.6;9.8;19.1
73101;Doucy-en-Bauges;4;-64.9;0;0;84;16;12.7;0.1
73103;Drumettaz-Clarafond;15;-10.6;19.9;0;38.4;41.7;11.4;35.5
73104;Dullin;3;13.7;0;0;24.4;75.6;5.3;4.2
73105;Les Échelles;4;-24.4;19.3;0;8.4;72.3;3.8;5.8
73106;École;3;-9.2;1;0;88.6;10.3;29.6;1.5
73107;Entremont-le-Vieux;3;18.6;1.9;0;69;29.1;33;3.4
73109;Épierre;4;292.4;4.6;0;94.1;1.3;19.4;3.7
73110;Esserts-Blay;5;3.7;2.6;0;89.6;7.8;15.5;2.2
73113;Feissons-sur-Salins;2;97.6;0;0;91.7;8.3;4.8;0.6
73114;Flumet;8;-4.7;1.6;0;71.8;26.6;17.1;5.1
73116;Fontcouverte-la-Toussuire;5;33;2.7;0;81.7;15.6;21.5;10.2
73117;Fourneaux;4;N/A - résultat non disponible;7.4;0;92.6;0;5;1.9
73119;Freney;3;N/A - résultat non disponible;6.2;0;93.8;0;11.1;0.6
73120;Fréterive;3;9.4;0;0;68.5;31.5;11;4.9
73121;Frontenex;4;N/A - résultat non disponible;64.5;0;0;25.2;1.7;8.1
73122;Gerbaix;4;28;5.1;0;42.3;52.6;6.9;4.6
73123;La Giettaz;6;105.6;0.7;0;97.6;1.7;35.2;8.8
73124;Gilly-sur-Isère;5;-36.1;42.8;0;6.9;42.2;7;32.6
73128;Grésy-sur-Aix;11;-21.2;28.7;0;18.4;52.9;12.7;31.5
73129;Grésy-sur-Isère;7;-34.4;10.3;0;51.6;38;9;7.6
