#-----------------------------------------------------------------------------
# Date d'extraction : 11/02/2025 - 14h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;NORTXm_seas_JJA;NORTX30D_yr;NORRx1d_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
13162;47.9903;-4.2623;REF;20.39;1.4;40.25;0;104;
13163;47.9962;-4.1555;REF;20.64;1.6;39.8;0;102;
13164;48.0021;-4.0486;REF;20.75;1.6;40.19;0;94;
13165;48.0079;-3.9418;REF;20.35;1.3;40.32;0;103;
13166;48.0136;-3.8349;REF;20;1.2;42.16;0;98;
13167;48.0192;-3.728;REF;20.09;1.5;44.85;0;80;
13168;48.0247;-3.6211;REF;20.71;1.9;44.1;1;104;
13169;48.0301;-3.5141;REF;21.17;2.4;43.23;1;109;
13170;48.0354;-3.4072;REF;20.99;2.1;44.06;1;105;
13171;48.0406;-3.3002;REF;20.91;2;44.2;0;102;
13172;48.0457;-3.1932;REF;20.93;2.1;44.16;1;103;
13173;48.0507;-3.0861;REF;20.96;2.1;39.64;1;131;
13174;48.0556;-2.9791;REF;21.46;2.8;38.29;0;111;
13175;48.0604;-2.872;REF;21.4;2.7;39.74;0;111;
13176;48.0652;-2.7649;REF;21.48;2.8;39.63;0;133;
13177;48.0698;-2.6578;REF;21.58;3;38.35;1;132;
13178;48.0743;-2.5507;REF;21.24;1.9;36.16;0;118;
13179;48.0787;-2.4436;REF;22.08;3.9;35.8;2;146;
13180;48.083;-2.3364;REF;22.18;4.1;35.26;2;149;
13181;48.0873;-2.2292;REF;21.67;3.3;32.8;1;140;
13182;48.0914;-2.122;REF;21.62;3.3;32.85;1;129;
13183;48.0954;-2.0148;REF;21.64;3.3;32.63;1;143;
13184;48.0994;-1.9076;REF;22.43;4.7;34.35;2;151;
13185;48.1032;-1.8003;REF;22.67;5.4;29.51;3;147;
13186;48.1069;-1.6931;REF;22.66;5.4;29.3;3;134;
13187;48.1106;-1.5858;REF;22.56;5.1;29.44;3;156;
13188;48.1141;-1.4785;REF;22.49;5;30.07;2;155;
13189;48.1175;-1.3712;REF;21.88;3.5;32.68;1;134;
13190;48.1209;-1.2639;REF;21.87;3.5;32.7;1;131;
13191;48.1241;-1.1566;REF;21.75;3.3;33.06;1;129;
13192;48.1273;-1.0492;REF;21.72;3.5;34.04;1;130;
13193;48.1303;-0.9419;REF;21.71;3.5;34.05;1;135;
13194;48.1333;-0.8345;REF;22.36;5.4;33.09;1;146;
13195;48.1361;-0.7271;REF;22.48;5.6;32.71;2;151;
13196;48.1389;-0.6197;REF;22.43;5.5;32.94;2;149;
13197;48.1415;-0.5123;REF;22.64;5.9;34.67;2;150;
13198;48.1441;-0.4049;REF;22.6;5.7;34.75;2;150;
13199;48.1466;-0.2975;REF;22.28;5.3;35.97;2;142;
13200;48.1489;-0.19;REF;22.31;5.2;32.12;2;140;
13201;48.1512;-0.0826;REF;22.52;5.4;31.71;2;141;
13202;48.1534;0.0249;REF;23.22;8;30.27;3;142;
13203;48.1554;0.1323;REF;23.43;8.2;30.01;2;142;
13204;48.1574;0.2398;REF;23.47;8.4;29.94;2;151;
13205;48.1593;0.3473;REF;23.33;8.1;31.96;2;142;
13206;48.161;0.4547;REF;23.27;8.2;32.06;2;135;
13207;48.1627;0.5622;REF;23.26;8.2;31.13;2;147;
13208;48.1643;0.6697;REF;23.39;8.6;30.56;2;145;
13209;48.1658;0.7772;REF;22.96;7.4;31.18;2;142;
13210;48.1671;0.8848;REF;22.03;5.2;32.02;2;127;
13211;48.1684;0.9923;REF;22.19;5.5;31.2;2;96;
13212;48.1696;1.0998;REF;22.61;5.8;30.64;3;80;
13213;48.1707;1.2073;REF;22.65;5.9;31.62;2;86;
13214;48.1717;1.3148;REF;22.88;7;29.13;4;114;
13215;48.1726;1.4224;REF;22.78;6.6;27.85;3;109;
13216;48.1733;1.5299;REF;22.77;6.5;28.68;3;127;
13217;48.174;1.6375;REF;23.09;7.3;29.09;5;140;
13218;48.1746;1.745;REF;23.09;7.4;29.33;5;141;
13219;48.1751;1.8525;REF;22.8;6.7;27.08;3;132;
13220;48.1755;1.9601;REF;22.81;6.7;27.07;3;132;
13221;48.1758;2.0676;REF;23.39;8.9;28.79;4;134;
13222;48.176;2.1752;REF;23.47;9;29.41;4;140;
13223;48.1761;2.2827;REF;23.49;9;29.39;4;138;
13224;48.1761;2.3903;REF;23.22;8.6;32.64;2;123;
13225;48.176;2.4978;REF;23.37;9;33.37;2;128;
13226;48.1758;2.6054;REF;23.36;8.5;32.94;2;121;
13227;48.1755;2.7129;REF;23.4;8.5;31.56;2;114;
13228;48.1751;2.8205;REF;23.25;8.2;32.37;2;99;
13229;48.1746;2.928;REF;23.1;8;32.06;2;110;
13230;48.174;3.0356;REF;23.24;9;33.56;1;84;
13231;48.1734;3.1431;REF;23.01;8.3;33.84;1;88;
13232;48.1726;3.2506;REF;23.65;10.2;33.66;2;109;
13233;48.1717;3.3582;REF;23.47;9.7;33.34;2;114;
13234;48.1707;3.4657;REF;23.4;9.6;32.58;1;104;
13235;48.1696;3.5732;REF;22.89;8.2;33.68;1;72;
13236;48.1684;3.6808;REF;22.67;6.8;35.11;1;95;
13237;48.1672;3.7883;REF;22.56;6.5;35.25;1;89;
13238;48.1658;3.8958;REF;22.28;6;36.03;1;81;
13239;48.1643;4.0033;REF;22.82;7;35.42;1;71;
13240;48.1627;4.1108;REF;23.36;8.6;34.12;1;89;
13241;48.1611;4.2183;REF;23.29;8.4;34.11;1;87;
13242;48.1593;4.3258;REF;22.98;7.6;34.45;1;90;
13243;48.1574;4.4332;REF;22.75;8.2;33.82;1;54;
13244;48.1555;4.5407;REF;22.33;7.2;34.73;1;56;
13245;48.1534;4.6482;REF;22.23;7;34.84;1;62;
13246;48.1512;4.7556;REF;22.41;7.3;33.8;1;66;
13247;48.149;4.8631;REF;22.81;7.3;33.74;0;62;
13248;48.1466;4.9705;REF;22.38;6.3;34.42;0;60;
13249;48.1441;5.0779;REF;22.48;6.5;34.34;0;62;
13250;48.1416;5.1853;REF;22.17;5.7;35.11;0;59;
13251;48.1389;5.2927;REF;21.09;2.9;38.5;0;29;
13252;48.1362;5.4001;REF;21.06;2.9;38.72;0;36;
13253;48.1333;5.5075;REF;21.66;2.8;35.52;0;72;
13254;48.1304;5.6149;REF;22.17;3.8;34.36;1;94;
13255;48.1273;5.7222;REF;21.63;3;35.25;0;67;
13256;48.1242;5.8296;REF;21.34;2.7;35.64;0;45;
13257;48.1209;5.9369;REF;21.41;2.9;35.71;0;43;
13258;48.1176;6.0442;REF;22.05;3.6;36.24;1;52;
13259;48.1142;6.1515;REF;22.09;4.1;39.49;0;53;
13260;48.1106;6.2588;REF;21.9;3.8;39.72;0;43;
13261;48.107;6.3661;REF;21.7;3.4;40.92;0;35;
13262;48.1032;6.4734;REF;21.44;2.9;41.27;0;36;
13263;48.0994;6.5806;REF;21.07;2.4;43.36;0;31;
13264;48.0955;6.6878;REF;19.67;1.2;54.89;0;10;
13265;48.0915;6.7951;REF;18.87;0.8;58.08;0;7;
13266;48.0873;6.9023;REF;17.98;0.4;57.69;0;6;
13267;48.0831;7.0094;REF;17.38;0.2;58.32;0;5;
13268;48.0788;7.1166;REF;19.04;0.9;56.5;0;11;
13269;48.0744;7.2237;REF;21.11;2.6;34.72;0;45;
13270;48.0698;7.3309;REF;23.69;7.9;32.05;1;92;
13271;48.0652;7.438;REF;23.89;8.5;30.05;1;100;
13272;48.0605;7.5451;REF;23.9;8.5;31.48;1;102;
13301;48.037;-4.6988;REF;20.03;0.8;31.51;0;134;
13302;48.0434;-4.592;REF;19.79;0.6;31.77;0;140;
13303;48.0497;-4.4851;REF;19.69;0.6;31.88;0;141;
13304;48.0558;-4.3782;REF;19.65;0.6;31.61;0;141;
13305;48.0619;-4.2713;REF;20.6;1.5;40.06;0;105;
13306;48.0679;-4.1643;REF;20.22;1.2;40.76;0;97;
13307;48.0738;-4.0573;REF;20.28;1.3;40.56;0;102;
13308;48.0796;-3.9503;REF;20.43;1.7;43.81;0;80;
13309;48.0853;-3.8433;REF;20.26;1.6;44.02;0;81;
13310;48.0909;-3.7363;REF;20.04;1.5;44.08;0;72;
13311;48.0964;-3.6292;REF;20.85;2;43.43;1;103;
13312;48.1018;-3.5221;REF;20.68;1.8;44.05;1;102;
13313;48.1071;-3.415;REF;20.4;1.6;45.03;0;98;
13314;48.1124;-3.3079;REF;20.28;1.5;45.23;0;98;
13315;48.1175;-3.2007;REF;20.39;1.6;44.78;0;95;
13316;48.1225;-3.0935;REF;20.75;2;43.23;0;94;
13317;48.1274;-2.9864;REF;21.59;3;38.32;0;100;
13318;48.1322;-2.8791;REF;21.24;2.5;39.97;1;96;
13319;48.1369;-2.7719;REF;21.07;1.7;37.44;0;124;
13320;48.1416;-2.6647;REF;20.98;1.6;36.5;0;122;
13321;48.1461;-2.5574;REF;20.83;1.6;36.94;0;123;
13322;48.1505;-2.4501;REF;21.69;3.3;36.54;1;144;
13323;48.1548;-2.3428;REF;21.5;3;32.49;1;134;
13324;48.1591;-2.2355;REF;21.6;3.1;33.36;1;133;
13325;48.1632;-2.1281;REF;21.67;3.3;32.79;1;142;
13326;48.1673;-2.0208;REF;21.81;3.5;32.38;1;137;
13327;48.1712;-1.9134;REF;21.81;3.5;32.02;1;140;
13328;48.175;-1.806;REF;22.46;4.9;30.55;2;150;
13329;48.1788;-1.6986;REF;22.47;4.9;29.66;2;146;
13330;48.1824;-1.5912;REF;22.44;4.8;29.72;2;144;
13331;48.186;-1.4837;REF;21.69;3.3;31.38;1;139;
13332;48.1894;-1.3763;REF;21.83;3.4;32.25;1;137;
13333;48.1928;-1.2688;REF;21.74;3.2;32.43;1;131;
13334;48.196;-1.1613;REF;21.67;3.1;32.55;1;132;
13335;48.1992;-1.0538;REF;21.71;3.5;34.64;1;137;
13336;48.2022;-0.9463;REF;21.59;3.5;34.94;1;132;
13337;48.2052;-0.8388;REF;21.8;3.7;34.23;1;139;
13338;48.208;-0.7313;REF;22.42;5.5;33.08;1;149;
13339;48.2108;-0.6238;REF;22.32;5.2;33.28;1;145;
13340;48.2134;-0.5162;REF;22.57;5.7;34.82;2;144;
13341;48.216;-0.4087;REF;22.35;5.3;36.19;2;145;
13342;48.2185;-0.3011;REF;21.44;3.4;35.21;1;121;
13343;48.2208;-0.1935;REF;21.71;3.7;34.26;1;125;
13344;48.2231;-0.0859;REF;22.16;4.9;32.54;2;128;
13345;48.2253;0.0217;REF;23.18;7.9;30.35;2;148;
13346;48.2273;0.1293;REF;23.44;8.4;30.56;2;148;
13347;48.2293;0.2369;REF;23.48;8.5;29.93;2;148;
13348;48.2312;0.3445;REF;23.46;8.4;31.74;2;150;
13349;48.2329;0.4522;REF;23.28;7.9;31.85;2;144;
13350;48.2346;0.5598;REF;23.09;7.7;32.61;2;135;
13351;48.2362;0.6675;REF;22.26;5.1;30.71;2;144;
13352;48.2377;0.7751;REF;21.96;4.5;30.82;2;130;
13353;48.2391;0.8828;REF;22.11;5.3;30.97;2;127;
13354;48.2403;0.9904;REF;22.01;5.1;31.49;2;101;
13355;48.2415;1.0981;REF;22.45;5.7;30.87;3;93;
13356;48.2426;1.2058;REF;22.67;6;31.59;2;84;
13357;48.2436;1.3134;REF;22.72;6.4;28.35;2;96;
13358;48.2445;1.4211;REF;22.76;6.5;28.31;2;97;
13359;48.2453;1.5288;REF;22.72;6.5;27.6;2;111;
13360;48.246;1.6365;REF;22.73;6.5;28.16;3;127;
13361;48.2466;1.7442;REF;22.77;6.6;28.67;3;128;
13362;48.247;1.8519;REF;22.77;6.6;27.21;3;131;
13363;48.2474;1.9596;REF;22.76;6.6;28.01;2;134;
13364;48.2477;2.0673;REF;23.4;8.9;29.08;4;138;
13365;48.2479;2.175;REF;23.41;8.9;29.35;4;137;
13366;48.248;2.2827;REF;23.39;8.9;29.37;4;137;
13367;48.248;2.3904;REF;23.53;9.2;30.36;4;138;
13368;48.2479;2.4981;REF;23.26;8.2;32.58;2;121;
13369;48.2477;2.6058;REF;23.32;8.4;32.97;2;124;
13370;48.2474;2.7135;REF;23.37;8.6;33.08;2;117;
13371;48.2471;2.8211;REF;23.21;8.3;33.87;2;104;
13372;48.2466;2.9288;REF;23.13;8.2;32.49;2;126;
13373;48.246;3.0365;REF;23.33;9.2;34.22;1;86;
13374;48.2453;3.1442;REF;23.07;8.4;34.69;1;110;
13375;48.2445;3.2519;REF;23.86;11;33.29;2;101;
13376;48.2436;3.3596;REF;23.34;9.5;32.63;1;88;
13377;48.2426;3.4673;REF;23.2;9.1;32.79;1;63;
13378;48.2415;3.5749;REF;23.42;9.7;33.08;1;76;
13379;48.2404;3.6826;REF;23.13;8.1;35.18;2;83;
13380;48.2391;3.7903;REF;22.95;7.5;35.37;1;81;
13381;48.2377;3.8979;REF;22.72;6.9;34.87;1;91;
13382;48.2362;4.0056;REF;22.81;6.9;33.06;2;85;
13383;48.2346;4.1132;REF;23.18;8;32.93;2;97;
13384;48.233;4.2209;REF;23.44;8.8;33.95;1;112;
13385;48.2312;4.3285;REF;23.3;8.4;34.1;1;112;
13386;48.2293;4.4361;REF;22.94;7.3;34.05;1;83;
13387;48.2274;4.5437;REF;22.39;6.2;33.86;1;49;
13388;48.2253;4.6513;REF;22.58;7.8;33.93;1;71;
13389;48.2231;4.7589;REF;22.85;8.4;33.98;1;60;
13390;48.2209;4.8665;REF;22.2;5.3;37.7;0;38;
13391;48.2185;4.9741;REF;21.77;4.3;38.04;0;36;
13392;48.216;5.0817;REF;22.22;5.4;37.03;0;44;
13393;48.2135;5.1892;REF;22.06;5;37.55;0;40;
13394;48.2108;5.2968;REF;21.91;4.6;37.69;0;38;
13395;48.2081;5.4043;REF;21.31;3.3;37.76;0;32;
13396;48.2052;5.5119;REF;21.48;2.5;35.76;0;53;
13397;48.2022;5.6194;REF;21.95;3.2;35.3;0;81;
13398;48.1992;5.7269;REF;21.79;3.1;35.09;0;81;
13399;48.196;5.8344;REF;21.58;3;35.43;0;51;
13400;48.1928;5.9418;REF;21.53;3;35.58;0;47;
13401;48.1894;6.0493;REF;21.64;3.1;36.29;0;50;
13402;48.186;6.1568;REF;22.08;3.8;36.38;1;58;
13403;48.1825;6.2642;REF;22.08;4.1;39.4;0;41;
13404;48.1788;6.3716;REF;21.84;3.6;40.18;0;29;
13405;48.1751;6.479;REF;21.84;3.6;40.18;0;32;
13406;48.1712;6.5864;REF;21.32;2.7;42.77;0;31;
13407;48.1673;6.6938;REF;20.94;2.4;54.08;0;15;
13408;48.1633;6.8012;REF;20.36;1.8;54.84;0;11;
13409;48.1591;6.9085;REF;19.68;1.3;55.41;0;9;
13410;48.1549;7.0158;REF;18.68;0.7;56.21;0;6;
13411;48.1506;7.1231;REF;18.42;0.6;57.54;0;8;
13412;48.1462;7.2304;REF;20.98;2.6;35.22;0;46;
13413;48.1416;7.3377;REF;23.68;7.9;32.06;1;101;
13414;48.137;7.4449;REF;23.96;8.7;29.96;1;108;
13415;48.1323;7.5522;REF;23.36;6.4;31.48;0;104;
13416;48.1275;7.6594;REF;22.81;5.3;32.59;0;70;
13447;48.1275;-4.3874;REF;20.15;0.8;31.1;0;137;
13448;48.1336;-4.2803;REF;19.99;0.8;31.25;0;130;
13449;48.1396;-4.1732;REF;20.42;1.4;36.42;0;100;
13450;48.1455;-4.0661;REF;20.53;1.8;42.73;0;86;
13451;48.1513;-3.9589;REF;19.91;1.2;37.2;0;96;
13452;48.157;-3.8518;REF;20;1.2;37.18;0;94;
13453;48.1626;-3.7446;REF;19.88;1.1;36.95;0;98;
13454;48.1682;-3.6374;REF;19.52;0.9;37.63;0;85;
13455;48.1736;-3.5301;REF;20.4;1.6;44.34;0;99;
13456;48.1789;-3.4229;REF;20.05;1.3;38.93;0;104;
13457;48.1841;-3.3156;REF;20.1;1.3;38.87;0;103;
13458;48.1892;-3.2083;REF;20.17;1.3;38.68;0;103;
13459;48.1942;-3.101;REF;20.35;1.6;44;0;74;
13460;48.1992;-2.9936;REF;20.58;1.5;37.04;0;99;
13461;48.204;-2.8863;REF;20.79;1.7;37;0;115;
13462;48.2087;-2.7789;REF;20.6;1.5;37.18;0;110;
13463;48.2134;-2.6715;REF;20.52;1.5;37.29;0;111;
13464;48.2179;-2.5641;REF;20.48;1.4;37.23;0;120;
13465;48.2223;-2.4566;REF;20.42;1.3;36.95;0;114;
13466;48.2267;-2.3492;REF;21.28;2.9;32.81;1;125;
13467;48.2309;-2.2417;REF;21.46;2.9;33.05;1;138;
13468;48.235;-2.1342;REF;21.59;3.3;32.3;1;129;
13469;48.2391;-2.0267;REF;21.63;3.3;33.09;1;132;
13470;48.243;-1.9192;REF;21.43;3.1;32.52;1;132;
13471;48.2469;-1.8117;REF;21.58;3.3;32.38;1;138;
13472;48.2506;-1.7041;REF;21.63;3.3;33.56;1;143;
13473;48.2543;-1.5965;REF;21.77;3.4;31.8;1;148;
13474;48.2578;-1.489;REF;21.87;3.5;32.95;1;132;
13475;48.2613;-1.3814;REF;21.83;3.4;32.78;1;137;
13476;48.2646;-1.2738;REF;21.79;3.3;32.29;1;136;
13477;48.2679;-1.1661;REF;21.66;3.1;32.57;1;127;
13478;48.271;-1.0585;REF;21.67;3.5;33.94;1;140;
13479;48.2741;-0.9508;REF;21.71;3.5;33.85;1;137;
13480;48.277;-0.8432;REF;21.66;3.6;34.59;1;126;
13481;48.2799;-0.7355;REF;22.23;5.1;33.53;1;140;
13482;48.2827;-0.6278;REF;22.34;5.3;33.26;1;143;
13483;48.2853;-0.5201;REF;22.28;5.2;32.62;1;147;
13484;48.2879;-0.4124;REF;21.81;4;33.77;1;134;
13485;48.2904;-0.3047;REF;21.55;3.5;34.4;1;118;
13486;48.2927;-0.197;REF;21.84;4.1;34.66;1;121;
13487;48.295;-0.0892;REF;22.52;5.4;31.98;2;140;
13488;48.2972;0.0185;REF;22.64;5.6;31.74;2;144;
13489;48.2992;0.1263;REF;22.72;5.8;32.04;2;137;
13490;48.3012;0.234;REF;23.24;7.9;30.88;2;110;
13491;48.3031;0.3418;REF;23.23;7.9;30.05;2;134;
13492;48.3049;0.4496;REF;22.3;4.9;32.39;2;129;
13493;48.3065;0.5574;REF;22.17;4.8;30.94;2;137;
13494;48.3081;0.6652;REF;22.13;4.8;30.94;2;142;
13495;48.3096;0.773;REF;22.56;5.9;30.25;2;151;
13496;48.311;0.8808;REF;22.3;5.5;30.66;2;119;
13497;48.3123;0.9886;REF;21.86;5;32.37;2;113;
13498;48.3134;1.0964;REF;22.31;5.5;31.8;2;80;
13499;48.3145;1.2042;REF;22.58;5.8;31.4;3;88;
13500;48.3155;1.312;REF;22.6;6.3;28.16;2;87;
13501;48.3164;1.4199;REF;22.65;6.4;28.09;2;89;
13502;48.3172;1.5277;REF;22.66;6.4;27.69;2;95;
13503;48.3179;1.6355;REF;22.69;6.5;28.21;3;116;
13504;48.3185;1.7434;REF;22.7;6.5;28.2;3;124;
13505;48.319;1.8512;REF;22.72;6.5;27.62;3;128;
13506;48.3194;1.9591;REF;22.73;6.6;28.86;2;130;
13507;48.3197;2.0669;REF;22.94;7.7;30.42;2;113;
13508;48.3199;2.1747;REF;22.94;7.7;29.67;2;119;
13509;48.32;2.2826;REF;22.91;7.7;30.09;2;119;
13510;48.32;2.3904;REF;22.99;7.3;31.84;2;132;
13511;48.3199;2.4983;REF;23.25;8.3;33.99;2;114;
13512;48.3197;2.6061;REF;23.31;8.5;33.67;2;111;
13513;48.3194;2.714;REF;23.59;9.2;33.41;2;125;
13514;48.319;2.8218;REF;23.59;9.3;32.79;2;118;
13515;48.3185;2.9297;REF;23.48;9;31.3;2;143;
13516;48.3179;3.0375;REF;23.73;10.6;33.19;2;129;
13517;48.3172;3.1453;REF;23.84;10.9;33.31;2;118;
13518;48.3164;3.2532;REF;23.78;11;32.58;1;80;
13519;48.3155;3.361;REF;23.42;9.8;33.07;1;68;
13520;48.3145;3.4688;REF;23.2;9.2;33.38;1;83;
13521;48.3135;3.5766;REF;23.17;8.2;35.61;1;70;
13522;48.3123;3.6844;REF;22.89;7.4;35.55;1;73;
13523;48.311;3.7923;REF;23.12;8;34.31;1;65;
13524;48.3096;3.9001;REF;22.42;5.8;32.87;2;64;
13525;48.3081;4.0079;REF;23.1;7.7;32.78;2;86;
13526;48.3066;4.1157;REF;23.23;8.1;32.63;2;100;
13527;48.3049;4.2234;REF;22.99;7.3;33.1;2;99;
13528;48.3031;4.3312;REF;23.39;8.7;33.66;1;113;
13529;48.3012;4.439;REF;23.08;7.9;33.97;1;92;
13530;48.2993;4.5468;REF;22.98;7.5;33.57;1;86;
13531;48.2972;4.6545;REF;22.6;6.7;34.46;1;80;
13532;48.295;4.7623;REF;22.44;7.4;34.43;1;68;
13533;48.2928;4.87;REF;22.23;5.3;37.66;0;45;
13534;48.2904;4.9777;REF;22.21;5.3;38.03;0;43;
13535;48.2879;5.0854;REF;22.18;5.3;37.82;0;38;
13536;48.2854;5.1932;REF;21.95;4.7;38.5;0;38;
13537;48.2827;5.3009;REF;22.15;5.2;38.32;0;48;
13538;48.2799;5.4085;REF;21.61;3.9;38.12;0;36;
13539;48.2771;5.5162;REF;21.35;3.3;38.48;0;29;
13540;48.2741;5.6239;REF;21.66;3.1;36.16;0;50;
13541;48.2711;5.7315;REF;21.46;2.9;35.91;0;55;
13542;48.2679;5.8392;REF;21.88;3.3;34.81;0;75;
13543;48.2647;5.9468;REF;21.6;3;35.23;0;57;
13544;48.2613;6.0544;REF;21.88;3.4;34.9;0;49;
13545;48.2579;6.162;REF;22.35;4.3;35.02;0;63;
13546;48.2543;6.2696;REF;21.79;3.2;35.96;1;57;
13547;48.2507;6.3771;REF;22.26;4.5;39.02;1;29;
13548;48.2469;6.4847;REF;22.27;4.5;38.99;1;32;
13549;48.2431;6.5922;REF;22.12;4.2;40.8;0;36;
13550;48.2391;6.6998;REF;21.71;3.5;50.62;0;15;
13551;48.2351;6.8073;REF;20.89;2.4;52.5;0;13;
13552;48.2309;6.9148;REF;21.23;2.9;51.11;0;14;
13553;48.2267;7.0222;REF;20.69;2.2;52.81;0;8;
13554;48.2224;7.1297;REF;19.32;1.1;55.37;0;9;
13555;48.2179;7.2371;REF;19.7;1.4;54.71;0;10;
13556;48.2134;7.3445;REF;22.77;5.5;33.64;0;74;
13557;48.2088;7.4519;REF;23.42;6.6;30.78;0;111;
13558;48.2041;7.5593;REF;23.46;6.7;31.58;0;84;
13559;48.1992;7.6667;REF;23.45;6.7;31.86;0;112;
13589;48.193;-4.5037;REF;20.16;0.8;31.09;0;111;
13590;48.1992;-4.3965;REF;20.15;0.8;30.83;0;110;
13591;48.2053;-4.2893;REF;19.44;0.5;31.89;0;122;
13592;48.2113;-4.1821;REF;20.25;1.3;36.57;0;98;
13593;48.2172;-4.0748;REF;20.63;1.5;36.18;0;87;
13594;48.223;-3.9675;REF;20.76;2.4;39.46;0;74;
13595;48.2287;-3.8602;REF;20.6;2.3;39.72;0;83;
13596;48.2344;-3.7529;REF;20.6;2.2;39.33;0;85;
13597;48.2399;-3.6455;REF;20.59;2.3;39.38;0;84;
13598;48.2453;-3.5382;REF;19.91;1.1;37.09;0;92;
13599;48.2506;-3.4308;REF;20.26;1.3;38.17;0;99;
13600;48.2559;-3.3233;REF;20.1;1.3;38.16;0;97;
13601;48.261;-3.2159;REF;20.38;1.4;37.76;0;97;
13602;48.266;-3.1084;REF;20.31;1.3;37.68;0;96;
13603;48.2709;-3.0009;REF;19.88;1.1;38.23;0;96;
13604;48.2758;-2.8934;REF;20.33;1.3;37.88;0;110;
13605;48.2805;-2.7859;REF;20.27;1.3;37.19;0;110;
13606;48.2851;-2.6784;REF;20.52;1.5;37.29;0;121;
13607;48.2897;-2.5708;REF;20.11;1.2;37.81;0;110;
13608;48.2941;-2.4632;REF;20.5;1.4;36.87;0;110;
13609;48.2985;-2.3556;REF;21.32;2.9;33.11;1;136;
13610;48.3027;-2.248;REF;21.57;3;33.14;1;139;
13611;48.3068;-2.1404;REF;21.69;3.1;33.46;1;144;
13612;48.3109;-2.0327;REF;21.77;3.2;33.35;1;145;
13613;48.3148;-1.925;REF;21.59;3.3;32.37;1;135;
13614;48.3187;-1.8174;REF;21.8;3.4;33.39;1;143;
13615;48.3224;-1.7097;REF;21.74;3.4;33.39;1;146;
13616;48.3261;-1.6019;REF;21.67;3.3;31.47;1;140;
13617;48.3296;-1.4942;REF;21.91;3.5;32.72;1;136;
13618;48.3331;-1.3865;REF;21.85;3.4;32.17;1;135;
13619;48.3365;-1.2787;REF;21.74;3.3;32.59;1;134;
13620;48.3397;-1.1709;REF;21.74;3.2;32.55;1;120;
13621;48.3429;-1.0632;REF;21.4;2.8;34.05;0;126;
13622;48.3459;-0.9554;REF;21.54;3.5;35.9;1;137;
13623;48.3489;-0.8475;REF;21.45;3.4;36.17;1;133;
13624;48.3518;-0.7397;REF;21.55;3.5;34.84;1;126;
13625;48.3545;-0.6319;REF;21.75;3.6;33.54;1;134;
13626;48.3572;-0.524;REF;21.8;4;33.72;1;129;
13627;48.3598;-0.4162;REF;21.58;3.5;34.5;1;125;
13628;48.3622;-0.3083;REF;21.68;3.7;34.24;1;128;
13629;48.3646;-0.2004;REF;21.58;3.6;35.29;1;110;
13630;48.3669;-0.0926;REF;21.81;4;34.03;1;130;
13631;48.3691;0.0153;REF;22.31;5.2;31.54;1;141;
13632;48.3711;0.1232;REF;22.42;5.4;32.07;2;123;
13633;48.3731;0.2311;REF;22.21;5.1;33.2;2;103;
13634;48.375;0.3391;REF;22.26;5.1;33.11;2;98;
13635;48.3768;0.447;REF;22.04;4.4;32.91;2;116;
13636;48.3784;0.5549;REF;21.89;4.5;32.55;2;118;
13637;48.38;0.6629;REF;21.93;4.4;32.76;2;125;
13638;48.3815;0.7708;REF;22.06;4.5;31.81;1;138;
13639;48.3829;0.8788;REF;22.02;4.5;31.89;1;132;
13640;48.3842;0.9867;REF;21.99;5.2;32.62;2;122;
13641;48.3854;1.0947;REF;22.09;5.1;31.7;2;110;
13642;48.3865;1.2027;REF;22.36;5.7;28.91;2;84;
13643;48.3874;1.3106;REF;22.55;6.1;28.22;2;85;
13644;48.3883;1.4186;REF;22.65;6.4;27.6;2;94;
13645;48.3891;1.5266;REF;22.71;6.5;27.51;2;93;
13646;48.3898;1.6346;REF;22.67;6.5;28.33;2;104;
13647;48.3904;1.7426;REF;22.68;6.5;28.38;2;108;
13648;48.3909;1.8505;REF;22.67;6.5;27.9;2;111;
13649;48.3913;1.9585;REF;22.78;7.5;30.55;2;106;
13650;48.3916;2.0665;REF;22.87;7.6;30.47;2;107;
13651;48.3918;2.1745;REF;22.94;7.8;30.41;2;113;
13652;48.3919;2.2825;REF;22.9;7.1;31.63;2;103;
13653;48.3919;2.3905;REF;23.03;7.4;31.49;3;132;
13654;48.3918;2.4985;REF;23.22;7.7;31.98;3;135;
13655;48.3916;2.6065;REF;23.23;8.2;33.3;2;111;
13656;48.3913;2.7145;REF;23.36;8.5;33.71;2;111;
13657;48.3909;2.8225;REF;23.51;8.9;32.87;2;117;
